"ID","SEASON","EPISODE","SPEAKER","SENTENCE","STARTING TIMESTAMP","ENDING TIMESTAMP","LAUGH"
"3289","3","10","Bernadette","Don't take him too seriously. A lot of what he says is intended as humor.","00:02:57,300","00:03:02,730",True
"3290","3","10","Bernadette","Me neither, but he just lights up when I laugh.","00:03:05,060","00:03:08,660",True
"3291","3","10","Bernadette","So, Leonard, Howard says you're working on fundamental tests of quantum mechanics.","00:03:15,630","00:03:19,160",False
"3292","3","10","Leonard","Actually, my tests of the Aharonov-Bohm quantum interference effect have reached an interesting point. Right now, we're testing the phase shift due to an electric potential.","00:03:30,260","00:03:37,760",False
"3293","3","10","Sheldon","Leonard's work is nearly as amazing as third graders growing lima beans in wet paper towels.","00:03:40,230","00:03:45,230",True
"3294","3","10","Sheldon","While I appreciate the ""Oh, snap,"" I'm uncomfortable having your moist breath in my ear.","00:03:47,230","00:03:52,400",True
"3295","3","10","Bernadette","Are you going to try to set up the voltages using tunnel junctions?","00:03:55,600","00:03:59,800",True
"3296","3","10","Raj","What you need is cheat codes, motor skills and a magic genie who grants wishes to little boys who suck at Mario Kart.","00:04:52,030","00:04:58,930",True
"3297","3","10","Penny","Hey, Sheldon, can I talk to you for a second?","00:05:01,030","00:05:04,000",True
"3298","3","10","Sheldon","It's not about shoes, is it? I don't think I could go through that again.","00:05:04,060","00:05:08,800",True
"3299","3","10","Sheldon","Can't you surprise him in some other way? For example, I'm sure he'd be delightfully taken aback if you cleaned your apartment.","00:05:54,060","00:06:00,330",True
"3300","3","10","Sheldon","this would be a massive undertaking, and my time is both limited and valuable.","00:06:04,200","00:06:08,360",False
"3301","3","10","Penny","Yeah, actually, it was pretty cool. A lot of the girls threw up, but I gutted that thing like a deer.","00:06:27,300","00:06:31,730",True
"3302","3","10","Sheldon","I suppose if someone could teach sign language to KoKo the gorilla... I could teach you some rudimentary physics.","00:06:43,630","00:06:51,260",False
"3303","3","10","Howard","Thought I'd give the little woman a tour of the old salt mines.","00:07:18,600","00:07:22,030",False
"3304","3","10","Bernadette","He doesn't mean salt mines. He means where he works.","00:07:22,100","00:07:27,260",True
"3305","3","10","Howard","You really are a piece of work. It's not enough you get the prom queen, you have to get the head of the decorating committee, too?","00:08:20,300","00:08:28,600",True
"3306","3","10","Howard","Don't play innocent with me. I practically invented using fancy lab equipment to seduce women.","00:08:30,760","00:08:37,430",True
"3307","3","10","Sheldon","Come in. Take a seat. Subject has arrived. I've extended a friendly casual greeting.","00:09:20,800","00:09:29,160",True
"3308","3","10","Sheldon","How are you going to take notes without a notebook?","00:09:52,460","00:09:54,900",False
"3309","3","10","Sheldon","How else are you gonna study for the tests?","00:09:56,860","00:09:59,100",True
"3310","3","10","Sheldon","This is the beginning of a 2,600-year journey we're going to take together from the ancient Greeks through Isaac Newton to Niels Bohr to Erwin Schrodinger to the Dutch researchers that Leonard is currently ripping off.","00:11:14,230","00:11:29,760",True
"3311","3","10","Howard’s","What's great about an 80-year-old Armenian man with half his chin scraped off?!","00:12:47,460","00:12:52,900",True
"3312","3","10","Howard’s","Lamb stew? I'd have to go to the supermarket.","00:12:59,000","00:13:02,400",False
"3313","3","10","Howard’s","Do you want the regular peas or the Le Seur?","00:13:19,100","00:13:22,230",False
"3315","3","10","Howard’s","What if they're out of the Le Seur?","00:13:30,930","00:13:32,760",True
"3317","3","10","Bernadette","Howard, did you say something to Leonard about me?","00:13:53,100","00:13:55,430",False
"3318","3","10","Bernadette","He says if I go see his experiment tomorrow it might weird you out.","00:13:56,900","00:14:00,760",False
"3319","3","10","Bernadette","Are you saying I need to ask your permission to hang out with Leonard?","00:14:15,600","00:14:17,960",False
"3321","3","10","Howard","I said Leonard has to ask my permission.","00:14:21,300","00:14:24,300",True
"3322","3","10","Howard","Come on, I don't want to eat lamb stew with my mother. Damn, I was this close on the bra.","00:14:26,300","00:14:32,930",True
"3323","3","10","Sheldon","Now, remember, Newton realized that Aristotle was wrong and force was not necessary to maintain motion. So let's plug in our 9.8 meters per second squared as ""A"" and we get force- Earth gravity- equals mass times 9.8 meters per second per second. So we can see that ""ma"" equals ""mg"" and what do we know from this?","00:14:35,600","00:14:57,300",True
"3324","3","10","Sheldon","Now, if ""ma"" equals ""mg,"" what does that imply?","00:15:18,800","00:15:22,300",False
"3325","3","10","Sheldon","How can you not know? I just told you. Have you suffered a recent blow to the head?","00:15:23,530","00:15:29,130",False
"3326","3","10","Sheldon","Of those two explanations, which one seems the most likely?","00:15:41,200","00:15:43,830",True
"3327","3","10","Sheldon","At what point did you begin to feel lost?","00:16:00,400","00:16:02,500",False
"3329","3","10","Sheldon","One cries because one is sad. For example, I cry because others are stupid and it makes me sad.","00:16:42,260","00:16:48,130",False
"3330","3","10","Penny","Okay, look, can we just please forget about all this extra stuff and can you just tell me what Leonard does?","00:16:48,200","00:16:55,460",False
"3331","3","10","Penny","Okay, I just have one question. What exactly are sub-atomic particles?","00:17:11,700","00:17:17,560",False
"3332","3","10","Sheldon","And to answer it, we first must ask ourselves: ""What is physics?""","00:17:20,660","00:17:23,800",True
"3333","3","10","Howard","Okay, I got a bone to pick with you.","00:17:29,930","00:17:32,530",False
"3334","3","10","Howard","I was in bed with Bernadette, and you text-blocked me.","00:17:34,060","00:17:37,660",True
"3335","3","10","Howard","We were completely naked, about to devour each other when,","00:17:39,830","00:17:42,530",True
"3336","3","10","Howard","you text her that I have a problem with her hanging out with you.","00:17:44,160","00:17:47,100",False
"3338","3","10","Howard","I don't know; something that doesn't make me come off as a petty, jealous douche.","00:17:54,030","00:17:58,530",True
"3339","3","10","Howard","Come on, do I have to think of everything?","00:18:03,660","00:18:06,930",True
"3340","3","10","Howard","Same thing you're doing here. I came to see Leonard's experiment.","00:18:13,660","00:18:17,600",False
"3341","3","10","Howard","I was just repeating what Sheldon said. Let's not get off topic. Bernadette, I need to apologize. I was wrong to tell you who you should be friends with.","00:18:27,130","00:18:38,400",False
"3342","3","10","Howard","Look, I know I come off as confident and worldly, but... the truth is I'm not.","00:18:45,300","00:18:54,800",True
"3343","3","10","Howard","Which is why I tend to feel threatened by other guys.","00:18:56,860","00:19:02,000",False
"3344","3","10","Leonard","He had a panic attack once when he got his head stuck in a sweater.","00:19:10,560","00:19:14,160",True
"3345","3","10","Howard","It was a full turtleneck. Why aren't you helping me?","00:19:15,330","00:19:19,530",False
"3346","3","10","Howard","Bernadette, please, I'm asking you to give me another chance.","00:19:28,260","00:19:31,460",False
"3347","3","10","Bernadette","What do you think, Leonard? Should I give him another chance?","00:19:31,530","00:19:35,200",False
"3348","3","10","Bernadette","Raj, you should've seen Leonard's experiment. The interference pattern was so cool when the electron beam was on.","00:19:53,000","00:19:59,100",False
"3349","3","11","Sheldon","Excuse me, but the sun is essential for all life on Earth. Frosty is merely a bit of frozen supernatural ephemera in a stolen hat. A crime,by the way,for which he is never brought to account.","00:00:44,630","00:00:56,750",True
"3350","3","11","Penny","I just love decorating the Christmas tree. It makes me feel like a little girl again.","00:01:30,360","00:01:34,820",False
"3351","3","11","Leonard","We didn't have a tree when I was growing up.","00:01:34,830","00:01:37,100",False
"3352","3","11","Penny","So I take it you don't want to help us trim the tree.","00:02:18,310","00:02:20,580",False
"3353","3","11","Sheldon","I sense that's not sincere, although I have no idea why.","00:03:10,390","00:03:14,040",True
"3354","3","11","Sheldon","No. Isaac goes at the top of the tree.","00:03:17,470","00:03:20,570",False
"3355","3","11","Sheldon","I understand. You dispute Newton's claim that he invented calculus and you want to put Gottfried Leibniz on the top.","00:03:22,220","00:03:29,240",True
"3356","3","11","Sheldon"," obviously Leonard is concerned that his mother won't approve of you as his mate.","00:03:45,440","00:03:53,210",True
"3357","3","11","Sheldon"," Leonard comes from a remarkably high-achieving family, who have all chosen high-achieving partners. He probably feels that it's doubtful that his mother will be overly impressed with his dating a woman whose most significant achievement is memorizing the Cheesecake Factory menu.","00:03:57,350","00:04:17,560",True
"3358","3","11","Leonard","I know. And those specials-- they change every day.","00:04:23,500","00:04:26,920",True
"3359","3","11","Penny","So what did she say when you told her we were going out?","00:04:31,770","00:04:34,410",False
"3360","3","11","Beverley","It was so nice of you to come all the way down to the airport to pick me up.","00:04:53,490","00:04:56,300",False
"3361","3","11","Leonard","I just don't understand why he knows more about your life than I do.","00:05:45,860","00:05:49,570",False
"3362","3","11","Beverley","Well,I would assume it's because Sheldon and I stay in touch due to mutual interest and respect, while you avoid me, due to unresolved childhood issues.","00:05:49,600","00:05:57,750",True
"3363","3","11","Sheldon","It's what we think caused your narcissistic personality disorder. We discussed it at length during our last video chat. Although how we got onto the subject of you is baffling.","00:05:58,160","00:06:09,120",True
"3364","3","11","Sheldon","My bad. I did send a gift from both of us.","00:06:28,520","00:06:32,690",False
"3365","3","11","Beverley"," So,how about you? Are you seeing anyone interesting?","00:06:39,770","00:06:47,430",False
"3366","3","11","Howard","She had to go out of town. Her grandmother died.","00:07:49,180","00:07:52,550",True
"3367","3","11","Howard","What do you mean you don't know what I'm talking about? Tell her I have a girlfriend!","00:08:04,870","00:08:08,220",False
"3368","3","11","Howard","Do you really think your lips in my ear is helping?","00:08:27,450","00:08:30,420",True
"3369","3","11","Leonard","I don't believe this. Why am I the last to know?","00:09:39,620","00:09:42,130",False
"3370","3","11","Beverley","Thank you for driving me back to my hotel.","00:10:08,000","00:10:10,260",False
"3371","3","11","Beverley","I was going to ask Leonard to do it, but he seemed a bit emotionally unstable and you don't want someone like that operating heavy machinery.","00:10:11,850","00:10:19,430",False
"3372","3","11","Penny","You know what? I could use a drink. Do you want to stop for a drink?","00:11:22,090","00:11:24,530",True
"3374","3","11","Sheldon","What I want is to be departing the starshipEnterprise in a one-man shuttle craft headed to the planetoid I rule known as Sheldon Alpha Five.","00:12:02,060","00:12:09,980",True
"3375","3","11","Sheldon","If it's any consolation, I'm not happy about it either. Good night.","00:13:22,600","00:13:26,520",False
"3376","3","11","Penny","As long as you don't feel it running down your pants, you're fine.","00:14:00,500","00:14:04,190",True
"3377","3","11","Beverley","If a little is good, more must be better.","00:14:38,270","00:14:41,400",False
"3378","3","11","Penny","The one from whom I live across the hall... from.","00:14:52,930","00:14:57,250",True
"3379","3","11","Beverley","You go get a taxi. I'm gonna slip my business card into that busboy's back pocket, cupping his firm,right buttock as I do so.","00:15:41,120","00:15:50,760",False
"3380","3","11","Penny","Get out here! Your mommy wants to talk to you!","00:15:57,880","00:16:01,960",True
"3381","3","11","Beverley","Why didn't you tell me you were tapping my homegirl?","00:16:08,430","00:16:13,270",True
"3382","3","11","Beverley","- Did I say that right? - Yeah,not bad,not bad.","00:16:17,860","00:16:21,350",True
"3383","3","11","Leonard","How come you didn't tell me that you and Father were getting a divorce? How come you didn't tell me you had surgery? How come you didn't tell me my dog died?","00:16:46,060","00:16:53,430",True
"3384","3","11","Sheldon","Why is Leonard softly banging his head against his bedroom door?","00:17:43,230","00:17:47,720",True
"3385","3","11","Beverley","And I want you to take very good care of this young woman.","00:18:54,710","00:18:58,460",False
"3386","3","12","Leonard","Howard, artificial women are your department. You want to take this?","00:00:15,733","00:00:21,671",False
"3387","3","12","Howard","No, it would just freak him out. Listen, before we leave, I should warn you, I'm a passionate man and I tend towards public displays of affection.","00:00:21,739","00:00:33,750",False
"3388","3","12","Howard","There might be some making out in the car or the restaurant, and I don't want Bernadette to feel uncomfortable, so it would help if you and Penny made out, too.","00:00:37,722","00:00:46,096",True
"3389","3","12","Raj","Well, then what are we going to do tonight?","00:01:03,904","00:01:06,205",False
"3390","3","12","Howard","No more carefree bachelor nights for me and Leonard. These broncos have been saddled.","00:01:10,077","00:01:15,248",True
"3391","3","12","Raj","They get girlfriends, and they just abandon us?","00:01:24,191","00:01:26,025",True
"3393","3","12","Sheldon","We have a wonderful evening ahead of us. We do?","00:01:29,330","00:01:31,397",False
"3394","3","12","Sheldon","Oh, yes. I just discovered I don't have enough room on my hard drive for a Linux partition, so you and I are going to perform a full backup, reinitialize and then reinstall all my operating systems.","00:01:31,465","00:01:41,574",True
"3395","3","12","Raj","I always thought that was some sort of after-Christmas sale.","00:03:00,060","00:03:04,197",True
"3396","3","12","Raj","Well, then why don't we just go to the galleria and walk around?","00:03:06,200","00:03:08,134",False
"3397","3","12","Sheldon","But I don't need anything at the Galleria. Do you need anything at the Galleria?","00:03:08,202","00:03:11,804",False
"3398","3","12","Raj","No. We would just walk around and see what's what.","00:03:11,872","00:03:13,706",True
"3399","3","12","Raj","Okay, well, how about this? From the university Web site: 00 p.m. to 10:00 p.m. , Norton Hall Multipurpose Room, ""mixer for grad students and faculty ""of the science and humanities departments. ""Whether you split atoms or infinitives, this is the place to be.""","00:03:19,213","00:03:36,562",True
"3401","3","12","Raj","Please, Sheldon, I'm a young, virile visitor from a foreign land and I need to strut my stuff.","00:03:58,152","00:04:05,007",True
"3402","3","12","Sheldon","You're only saying that because you haven't been there.","00:04:25,361","00:04:27,296",True
"3403","3","12","Sheldon","I am now a hexagon in two-dimensional space and can only perceive the edges of other objects.","00:04:30,467","00:04:37,306",False
"3404","3","12","Sheldon","What? Tell her you're a circle. Flatland gals are all hot for circles.","00:05:02,098","00:05:06,201",True
"3405","3","12","Leonard","I hope you're hungry, Bernadette. We're going to a terrific restaurant.","00:05:08,972","00:05:12,174",False
"3406","3","12","Penny","That you'd be willing to die a horrible death on the off-chance you'd get to second base?","00:05:26,578","00:05:30,414",True
"3407","3","12","Howard","Well, we kind of disagree about what the bases are.","00:05:34,786","00:05:40,057",False
"3408","3","12","Penny","Well, the last big thing I did was this production <i>of Diary of Anne Frank above a bowling alley.</i> But I think things might be turning around pretty soon.","00:05:43,528","00:05:51,602",False
"3409","3","12","Leonard","Of course, I would never make fun of you.","00:05:55,974","00:05:58,342",True
"3410","3","12","Penny","Well, I went to this psychic who told me that if I cut my hair, I'm going to get a national commercial.","00:05:59,911","00:06:04,915",True
"3411","3","12","Penny","She's not one of those phonies, okay. She wrote a book and has her own Web site.","00:06:14,793","00:06:19,397",False
"3412","3","12","Leonard","Oh, gee, why didn't you say so? They don't let just anyone have a Web site.","00:06:19,464","00:06:23,067",True
"3413","3","12","Howard","Why don't you kids go ahead and chat? We're gonna make out back here.","00:06:34,313","00:06:36,704",True
"3414","3","12","Raj","Did you really have to bring it in with you?","00:06:52,420","00:06:54,955",False
"3415","3","12","Sheldon","What if evil strikes and my power ring runs low?","00:06:55,023","00:06:58,025",True
"3416","3","12","Sheldon","""In brightest day, in darkest night, no evil shall escape my sight.""","00:09:03,907","00:09:09,078",True
"3418","3","12","Howard","Well, we could always learn more about why people who believe in psychics are idiots.","00:09:36,095","00:09:40,398",True
"3419","3","12","Penny","Oh, we don't need to talk about that anymore. Leonard covered it pretty well in the car.","00:09:45,071","00:09:49,541",False
"3420","3","12","Leonard","No, if it's not a fact, it's not a fact.","00:09:56,382","00:09:59,484",False
"3421","3","12","Howard","What do you think-- want to jump right in the middle of another couple's argument?","00:10:15,935","00:10:18,537",False
"3422","3","12","Leonard","You know, the best thing about being in a committed, monogamous, mutually supportive relationship is that even if you have different ideas, you can have a spirited debate, yet still care for, even make love with...","00:10:35,344","00:10:45,787",True
"3424","3","12","Leonard","I knew you were going to do that. Doesn't make me psychic!","00:10:53,796","00:10:56,931",True
"3426","3","12","Howard","Laser. Had a great night last night. I don't like to kiss and tell, but somebody made it to eighth base.","00:11:29,431","00:11:37,272",True
"3427","3","12","Howard","All right, I was going to try to squeeze in a little more mocking before lunch, but I can come back later when you don't have a high-powered weapon.","00:12:05,189","00:12:13,130",True
"3428","3","12","Leonard","How can I go out with a woman who believes in psychics?","00:12:13,197","00:12:17,267",True
"3429","3","12","Howard","Hey, I once dated a girl who believed she was abducted by aliens.","00:12:17,335","00:12:21,371",False
"3430","3","12","Leonard","What am I supposed to do, pretend I believe something I don't whenever I'm with Penny?","00:12:27,278","00:12:32,115",False
"3431","3","12","Leonard","Do me a favor-- lean over, put your head right here.","00:12:37,789","00:12:41,592",True
"3432","3","12","Howard","Let me show you another way to look at this. Here we have the universe of all women. These are the ones you want to sleep with. These are the women who believe exactly what you believe. These are the women who would be willing to sleep with you.","00:12:41,659","00:12:57,040",True
"3433","3","12","Howard","And right there in the little triple intersection...","00:12:59,043","00:13:01,979",False
"3435","3","12","Sheldon","I don't say anything. I merely offer you a facial expression that suggests you've gone insane.","00:14:25,969","00:14:30,897",True
"3436","3","12","Sheldon","Yes, exactly, I had a great time. That's done; I've moved on to other things. For example, after I learn Finnish, I'm not going to learn Finnish again.","00:14:35,491","00:14:42,998",True
"3437","3","12","Raj","Please, Sheldon, I'm a lost Indian boy far from home, and I want a girlfriend and I want her to be Abby, and she'll only come over if she can bring Martha.","00:14:43,066","00:14:52,641",False
"3438","3","12","Sheldon","Raj, I highly doubt there is any argument you can make, threat you might levy, rhetorical strategy, plea, invocation, <i>supplication, or... vetoomus</i> that you can employ that would convince me to reconsider.","00:14:52,709","00:15:08,757",False
"3439","3","12","Raj","So does that mean we can go with the girls again?","00:15:50,789","00:15:52,590",False
"3440","3","12","Leonard","Cleaning out the old dryer lint, huh? Not only is it courteous, it's safety smart. Every year, 15,000 fires are caused by accidental dryer lint ignition. Now you're supposed to say, ""Wow, what an interesting fact. ""Come here, you crazy, nerdy guy. I could never be mad at you.""","00:16:14,512","00:16:34,765",True
"3441","3","12","Penny","Wow, that's all you got after you were the most obnoxious person on a double date that included Howard Wolowitz?","00:16:34,833","00:16:43,140",True
"3442","3","12","Leonard","Would you be willing to read a book that concisely explains how all psychics are frauds?","00:16:55,286","00:16:59,723",True
"3443","3","12","Leonard","Well, yeah, one of us has to keep an open mind.","00:17:10,491","00:17:12,926",False
"3444","3","12","Leonard","No, n-not at all. Let me help you with this stuff.","00:17:14,262","00:17:16,096",True
"3445","3","12","Martha","<i>Flatland is more than just a mathematical essay.</i> It is also a treatise on Victorian social mores.","00:17:40,855","00:17:46,693",False
"3447","3","13","Raj","Oh, God! Yes, we get it. You have a girlfriend now.","00:00:08,005","00:00:12,175",True
"3448","3","13","Sheldon","Oh, is it? Look at this. General Tso's Chicken is no longer listed under ""specialties."" It's now under ""chicken.""","00:00:27,643","00:00:34,589",True
"3449","3","13","Sheldon","So, why is it no longer a specialty? Did the chef lose confidence in the dish or himself? And look over here. ""Shrimp in mobster sauce."" What is ""mobster sauce""?","00:00:44,635","00:00:59,677",True
"3450","3","13","Raj","No, no, no, no-- I think it just means it's the kind of sauce that mobsters like.","00:01:11,362","00:01:15,034",True
"3451","3","13","Leonard","What if they were mobsters who slept with the fishes?","00:01:40,767","00:01:43,435",True
"3452","3","13","Sheldon","Leonard, are we having a serious conversation or not?","00:01:48,141","00:01:50,743",True
"3453","3","13","Sheldon","In anticipation of their arrival, I've bagged some evidence. One of the thieves had the audacity to quench his thirst while ransacking our home. You should be able to pull some good prints off this. And now, here are my prints so you can rule me out as a suspect.","00:03:27,720","00:03:41,932",False
"3454","3","13","Sheldon","I'm sorry, Leonard. It's too early to discount the possibility of this being an inside job.","00:03:43,501","00:03:48,104",False
"3455","3","13","Leonard","Would I be completely out of line to ask you to shoot him?","00:03:48,172","00:03:51,608",True
"3456","3","13","Policeman","Do you have any more information that might be relevant?","00:04:09,492","00:04:13,562",True
"3457","3","13","Sheldon","Oh, my goodness. Where do I begin? For instance-- my laptop contained four out of the five gedankenexperiments necessary for a cogent restatement of the quantum measurement problem.","00:04:13,629","00:04:22,038",False
"3458","3","13","Sheldon","Well, they could monitor scientific publications and see if anyone posts such a cogent restatement in the next couple of months. If so, the authors are most likely in possession of my stolen laptop.","00:04:24,108","00:04:32,916",True
"3459","3","13","Leonard","Does that mean you've ruled me out as a suspect?","00:04:59,478","00:05:02,580",True
"3460","3","13","Sheldon","I do not have to urinate. I am the master of my own bladder.","00:05:55,735","00:06:05,044",True
"3461","3","13","Leonard","Hey, there's no reason for you to be scared.","00:06:17,724","00:06:20,026",False
"3462","3","13","Sheldon","We just had a major crime in the building, and you open the door without asking who it is?","00:06:34,374","00:06:38,409",True
"3463","3","13","Sheldon","I just wanted to see if you were both okay.","00:06:43,948","00:06:46,082",False
"3464","3","13","Sheldon","Oh, as small as Leonard is, I don't think the two of you'd be comfortable on the couch.","00:07:35,398","00:07:40,536",True
"3465","3","13","Sheldon","It's not what I want, it's what evolution wants. Human beings are primates. Primates have evolved to live in groups, both for protection and support.","00:07:43,808","00:07:52,182",True
"3466","3","13","Sheldon","Good Lord-- I could not have made this easier. Hydrogen atom, H, plus pigs minus pea-- Higgs. Bow, General Zod trapped in the Phantom Zone. Bow-zone. Pear. Tickle. Pear-tickle.","00:08:29,887","00:08:48,735",True
"3467","3","13","Sheldon","Higgs Boson Particle. How could you not get that?","00:08:51,139","00:08:54,975",True
"3468","3","13","Penny","Sheldon, sweetie, I know you're feeling insecure, but we've really got to go to sleep.","00:08:59,713","00:09:04,083",False
"3469","3","13","Sheldon","All right. I'll take the first watch and wake you at 0400.","00:09:04,151","00:09:08,388",False
"3471","3","13","Howard","All right, we've got a titanium dead bolt and a reinforced jamb controlled by a state-of-th e-art electronic access system.","00:10:15,414","00:10:22,186",False
"3472","3","13","Sheldon","What if someone kidnaps me, forces me to record my voice, and then cuts off my thumb?","00:10:31,030","00:10:35,667",True
"3473","3","13","Howard","Eh, I got a buddy over at the Department of Defense.","00:10:52,517","00:10:55,285",False
"3474","3","13","Howard","Don't worry, the net's going to be electrified. You picture her on the floor, spasming uncontrollably.","00:11:16,675","00:11:22,848",True
"3475","3","13","Sheldon","Would you like me to bring you some warm milk?","00:13:40,755","00:13:43,891",True
"3476","3","13","Leonard","Don't you think looking for a new city to live in is a bit of an overreaction?","00:14:51,422","00:14:56,126",False
"3477","3","13","Sheldon","Our apartment was broken into, our security system tried to kill me, and as a result, I'm leaving Pasadena forever. Tell me how that's overreacting.","00:14:56,194","00:15:05,402",True
"3478","3","13","Leonard","Oh, no, he's going to telecommute. Everybody's really excited about it.","00:15:43,237","00:15:48,008",True
"3480","3","13","Sheldon","It will take me a few days to get settled. After I do, I will e-mail you detailed PDFs containing diagrams and instructions that will guide you through packing and shipping the rest of my possessions to Bozeman, Montana. In the meantime, please forward my mail.","00:16:17,905","00:16:33,353",True
"3481","3","13","Sheldon","I sense you're making a joke, but Bozeman does have a comedy club called The Loony Bin, so do not forward my mail there.","00:16:39,593","00:16:46,798",True
"3482","3","13","Sheldon","They should. It's one of the first things I plan to bring up upon arrival.","00:17:20,763","00:17:23,531",True
"3483","3","13","Penny","Sheldon, I can't believe I'm saying this, but I'm going to miss you. Please,","00:17:25,501","00:17:29,571",False
"3484","3","13","Sheldon","Penny, as you know, I'm not comfortable with prolonged goo d-byes and maudlin displays of emotion, so I prepared a short video.","00:17:29,639","00:17:37,313",True
"3486","3","13","Howard","How the hell do I know who's the friend and who's the acquaintance?","00:18:36,440","00:18:40,277",True
"3487","3","13","Sheldon","That is a bracing cold, an invigorating cold. Lord, is it cold!","00:18:45,783","00:18:51,622",True
"3488","3","13","Sheldon","The acquaintance is the first to greet me.","00:19:41,449","00:19:43,417",True
"3489","3","14","Sheldon","I'm attempting to view my work as a fleeting peripheral image so as to engage the superior colliculus of my brain.","00:00:16,962","00:00:22,559",True
"3490","3","14","Penny","I usually just have coffee. You've been up all night?","00:00:27,228","00:00:31,137",False
"3491","3","14","Penny","Oh, sorry, sweetie, I can't help you till I've had my coffee.","00:00:42,601","00:00:46,576",True
"3492","3","14","Leonard","Penny, I told you if you don't put him in his crate at night he just runs around the apartment.","00:00:53,824","00:00:58,998",True
"3493","3","14","Leonard","LEONARD: Hmm, he's either isolating the terms of his formula and examining them individually, or... looking for the alligator that swallowed his hand after Peter Pan cut it off.","00:01:03,707","00:01:15,756",True
"3494","3","14","Sheldon","Captain Hook's hand was eaten by a crocodile, not an alligator. If you're going to mock me, at least get your facts straight.","00:01:15,824","00:01:24,700",True
"3495","3","14","Sheldon","Unit cell contains two carbon atoms... Interior angle of a hexagon is 120 degrees.","00:02:28,198","00:02:35,038",False
"3496","3","14","Raj","Hey, it's Disco Night at the Moonlight Roller Rink in Glendale tonight. Who's up for getting down?","00:02:47,185","00:02:53,758",False
"3497","3","14","Leonard","I think Penny likes to skate. The four of us could double.","00:02:58,096","00:03:00,864",False
"3498","3","14","Raj","Great. It's not like I brought it up because I wanted to go.","00:03:02,467","00:03:05,869",False
"3499","3","14","Raj","No, it's okay. I don't have to go. I'm happy just to guide you and your ladies to suitable entertainment choices. I'm a walking brown Yelp.com.","00:03:10,575","00:03:18,182",False
"3500","3","14","Leonard","Yeah, this morning he used a stick of butter as deodorant.","00:03:25,557","00:03:28,893",False
"3501","3","14","Raj","But if I don't eat my lima beans, I can't have my cookie.","00:03:52,052","00:03:55,387",True
"3502","3","14","Leonard","So roller skating - should we all grab a bite to eat first?","00:04:05,932","00:04:09,768",True
"3503","3","14","Raj","Okay, just to be clear, roller skating was my idea, and I'm very unhappy that you turned it into a double date, and I hope you both fall on your asses and break your coccyxes.","00:04:19,578","00:04:27,919",False
"3504","3","14","Bernadette","I don't know which was lamer: their roller-skating or their disco dancing.","00:04:42,934","00:04:46,770",False
"3505","3","14","Penny","For me, the worst part was when people saw us leave with them.","00:04:46,838","00:04:51,975",False
"3506","3","14","Leonard","Did you notice all the people looking at us?","00:04:57,315","00:04:59,450",True
"3507","3","14","Leonard","Sorry. I'm moving a little slow. I think I bruised my coccyx.","00:05:09,161","00:05:12,429",True
"3508","3","14","Penny","Oh, you've been falling all night. You're used to it.","00:05:32,581","00:05:34,381",True
"3509","3","14","Sheldon","The same thing I've been doing for three days. Trying to figure out why electrons behave as if they have no mass when traveling through a graphene sheet.","00:05:38,253","00:05:45,092",True
"3510","3","14","Sheldon","Well, I needed something bigger than peas, now, didn't I?","00:05:46,361","00:05:49,764",False
"3511","3","14","Bernadette","Sheldon, when was the last time you got any sleep?","00:05:49,832","00:05:53,368",True
"3512","3","14","Sheldon","I don't know- two, three days. Not important. I don't need sleep. I need answers. I need to determine where in this swamp of unbalanced formulas squatteth the toad of truth.","00:05:53,436","00:06:06,348",False
"3513","3","14","Bernadette","Right, so march in there, brush your teeth and go to bed.","00:06:28,604","00:06:32,840",False
"3514","3","14","Bernadette","I know how to deal with stubborn children. My mother used to run an illegal day care center in our basement.","00:06:48,055","00:06:53,726",False
"3515","3","14","Leonard","Me, too, but I paid three bucks for it.","00:07:18,118","00:07:21,488",False
"3516","3","14","Security","Oh, hey, it's no big deal. My sister's got a kid who's special.","00:08:04,431","00:08:08,200",False
"3517","3","14","Sheldon","Back door has a five-pin tumbler system, single-circuit alarm. Child's play.","00:08:29,490","00:08:33,960",False
"3518","3","14","Sheldon","You can start sorting protons and neutrons while I build carbon atoms.","00:08:35,429","00:08:40,334",False
"3519","3","14","Leonard","No, I don't think so. We need to go home now.","00:08:40,402","00:08:43,304",True
"3520","3","14","Leonard","If you don't come out of there, I'm going to have to drag you out.","00:08:45,608","00:08:49,177",False
"3521","3","14","Sheldon","You can try, but you'll never catch me.","00:08:50,347","00:08:53,014",False
"3523","3","14","Sheldon","I came to tell you I've got the answer.","00:09:54,949","00:09:57,651",True
"3524","3","14","Sheldon","No, no, I'm still hopelessly stuck on that, but I figured out how to figure it out.","00:10:01,922","00:10:07,192",False
"3525","3","14","Penny","Okay, you know what, Leonard, I know I said I could handle your roommate, but I was wrong. We're going to have to break up.","00:10:07,260","00:10:11,763",False
"3526","3","14","Sheldon","When Albert Einstein came up with special relativity, he was working at the patent office.","00:10:30,250","00:10:34,754",True
"3527","3","14","Leonard","So, you're going to go work at the patent office?","00:10:34,822","00:10:37,357",False
"3528","3","14","Assistant","Why, thank you for noticing. I'm ""Menial Employee of the Month."" Do you have a particular field in mind?","00:11:38,184","00:11:47,993",False
"3529","3","14","Assistant","No, no. This is putting up sheetrock at a housing project in Rosemead.","00:12:38,211","00:12:44,650",True
